categoria,subcategoria,pregunta,respuesta
SEMILLA Y ALMÁCIGOS,Material de Almácigo,¿Qué tipo de polietileno se debe evitar en las bolsas del almácigo?,"Se deben evitar los colores oscuros (azul o verde) ya que absorben mucho calor, calentando el sustrato y estresando la raíz. Se prefiere el color negro."
SEMILLA Y ALMÁCIGOS,Factores Ambientales,¿Cómo afecta el viento al establecimiento de un cafetal joven?,"El viento puede causar defoliación, deshidratación y, en casos severos, el volcamiento de los colinos recién sembrados, por lo que se recomienda el uso de barreras rompevientos."
PRÁCTICAS AGRONÓMICAS,Barreras Vivas,¿Qué es una 'barrera viva' y qué especies se usan comúnmente?,"Es una hilera de plantas (ej. Crotalaria, Botón de Oro) sembradas en el perímetro o dentro del lote para reducir la velocidad del viento, controlar la erosión y, a veces, aportar nitrógeno."
SEMILLA Y ALMÁCIGOS,Riesgos de Semilla,¿Cuál es la principal desventaja de usar semilla de café no certificada?,"La principal desventaja es la alta probabilidad de que la descendencia pierda la resistencia a la roya y presente baja productividad o poca uniformidad en el lote."
DENSIDADES Y RENOVACIÓN,Densidad de Siembra,¿Qué densidad de siembra se recomienda para variedades de porte alto (ej. Tabi)?,"Se recomiendan densidades moderadas, generalmente entre 5.000 y 6.000 plantas por hectárea, para asegurar suficiente penetración de luz y evitar el auto-sombrío y el espigamiento."
DENSIDADES Y RENOVACIÓN,Cálculo de Densidad,¿Cuál es la fórmula para calcular la densidad de siembra en un lote?,"Densidad (Plantas/ha) = 10,000 / (Distancia entre surcos (m) x Distancia entre plantas (m))"
DENSIDADES Y RENOVACIÓN,Efectos de Baja Densidad,¿Qué sucede si se siembra a una densidad excesivamente baja?,"La plantación no alcanza su potencial productivo, el área de suelo se subutiliza y hay mayor incidencia de malezas por la entrada excesiva de luz solar."
DENSIDADES Y RENOVACIÓN,Efectos de Alta Densidad,¿Qué sucede si se siembra a una densidad excesivamente alta?,"Se genera competencia entre plantas, auto-sombrío excesivo, mayor susceptibilidad a enfermedades y costos elevados de manejo."
DENSIDADES Y RENOVACIÓN,Ajuste de Densidad,¿Cómo se puede ajustar la densidad de siembra en un lote ya establecido?,"Eliminando plantas (raleo) en zonas muy densas o resembrando en sitios donde faltan plantas (llenado de vacíos)."
DENSIDADES Y RENOVACIÓN,Trazado,¿Qué significa el término 'trazado' en un lote de café?,"Es el proceso de demarcar en el terreno dónde se sembrará cada planta, usando estacas y cuerdas para asegurar el distanciamiento y alineación correctos."
DENSIDADES Y RENOVACIÓN,Ahoyamiento,¿Qué es el 'ahoyamiento' y qué dimensiones se recomiendan para el hoyo?,"El ahoyamiento es la excavación del sitio donde se sembrará el colino. Las dimensiones recomendadas son de aproximadamente 30 x 30 x 30 cm, permitiendo espacio suficiente para las raíces."
NUTRICIÓN,Fertilización de Base,¿Qué importancia tiene aplicar fertilizante de fondo (fertilizante de base) al momento de la siembra?,"Proporciona nutrientes disponibles inmediatamente para el colino, favoreciendo el rápido establecimiento y el desarrollo radicular inicial."
NUTRICIÓN,Macronutrientes,¿Qué nutrientes deben proveerse en el primer año de establecimiento del cafetal?,"En el primer año se debe enfatizar el **Nitrógeno (N)**, el **Fósforo (P)** para el desarrollo de raíces, y pequeñas cantidades de **Potasio (K)** y elementos menores."
NUTRICIÓN,Frecuencia de Fertilización,¿Con qué frecuencia se debe fertilizar un cafetal en etapa de levante (primer año)?,"Se debe fertilizar de 3 a 4 veces en el primer año, en pequeñas dosis fraccionadas, para evitar pérdidas por lixiviación y favorecer la absorción continua."
NUTRICIÓN,Materia Orgánica,¿Qué aporta la materia orgánica al suelo del cafetal?,"Mejora la capacidad de retención de humedad, aporta nutrientes lentamente, favorece la actividad microbiológica y mejora la estructura del suelo (aireación y drenaje)."
NUTRICIÓN,Elementos Menores,¿En qué casos se debe considerar la aplicación de elementos menores (Zinc, Boro, etc.)?,"Cuando el análisis de suelos o los síntomas foliares indican deficiencias, especialmente en suelos muy lavados, volcánicos o con pH extremos."
DENSIDADES Y RENOVACIÓN,Métodos de Renovación,¿Cuándo se debe preferir la renovación por siembra sobre la renovación por zoca?,"Cuando la plantación es vieja (más de 8-10 años), tiene baja densidad de plantas/ha, o se desea cambiar de variedad."
DENSIDADES Y RENOVACIÓN,Renovación por Zoca,¿Qué es la zoca y cómo se realiza?,"Es el corte del tallo principal del cafeto a una altura de 20 a 40 cm sobre el suelo, con el objetivo de estimular la producción de nuevos tallos (chupones) y renovar el cafetal sin replanteo total."
DENSIDADES Y RENOVACIÓN,Selección de Chupones,¿Cuántos chupones se deben dejar por planta después de una zoca?,"Se recomienda dejar de 1 a 2 chupones vigorosos por planta, eliminando el resto para evitar competencia y asegurar una buena producción."
DENSIDADES Y RENOVACIÓN,Época de Zoqueo,¿Cuál es la época ideal para realizar la zoca en la mayoría de las regiones cafeteras?,"Al final de la cosecha principal, en el inicio de la época seca, para reducir la incidencia de enfermedades del tronco y favorecer el desarrollo de los chupones."
DENSIDADES Y RENOVACIÓN,Poda de Mantenimiento,¿Qué se entiende por 'descope' en el cafeto?,"Es la poda de la yema terminal (punta del tallo principal), realizada a cierta altura (ej. 1,8 a 2,0 m) para controlar el crecimiento en altura y facilitar la recolección."
DENSIDADES Y RENOVACIÓN,Poda Sanitaria,¿Cuándo se debe realizar la poda sanitaria?,"Cuando se identifican ramas enfermas, secas o infestadas por plagas, para evitar que el problema se extienda al resto de la planta o el lote."
NUTRICIÓN,Deficiencias Visuales,¿Cómo se identifica la deficiencia de Nitrógeno (N) en el cafeto?,"Amarillamiento generalizado de hojas viejas (clorosis), crecimiento lento, hojas pequeñas y menor producción."
NUTRICIÓN,Deficiencias Visuales,¿Cómo se identifica la deficiencia de Potasio (K)?,"Necrosis marginal y punteado clorótico en hojas viejas, baja resistencia a enfermedades, y frutos de menor calidad."
NUTRICIÓN,Deficiencias Visuales,¿Cómo se identifica la deficiencia de Fósforo (P)?,"Hojas de color verde oscuro o morado, crecimiento lento de raíces y tallos, y menor floración."
NUTRICIÓN,Corrección de Deficiencias,¿Cómo se corrige una deficiencia nutricional de forma rápida?,"Mediante aplicación foliar de fertilizantes solubles que contengan el nutriente deficiente, complementando con la corrección al suelo."
SUELOS,pH del Suelo,¿Qué pH del suelo se considera óptimo para el cultivo de café?,"Un pH entre 5,0 y 6,0, que favorece la disponibilidad de la mayoría de los nutrientes."
SUELOS,Encalado,¿Qué cal se debe usar en suelos ácidos de cafetales?,"Se recomienda el uso de cal dolomita (que aporta Calcio y Magnesio) o cal agrícola, según las necesidades determinadas por el análisis de suelos."
SUELOS,Encalado,¿Con cuánta anticipación se debe aplicar la cal antes de la siembra?,"Se recomienda aplicar la cal de 2 a 3 meses antes de la siembra, para permitir su reacción con el suelo y la corrección del pH."
SUELOS,Conservación,¿Qué es una 'trinchera de infiltración' y cuál es su propósito?,"Es una zanja excavada a contorno (perpendicular a la pendiente) que intercepta el agua de escorrentía, favoreciendo la infiltración y reduciendo la erosión."
SUELOS,Erosión,¿Cuál es el principal factor que causa la erosión del suelo en los cafetales?,"El impacto de las gotas de lluvia sobre el suelo desnudo, sumado a la pendiente del terreno, que causa el arrastre de partículas de suelo."
SUELOS,Coberturas,¿Qué coberturas vegetales se pueden usar en los cafetales para proteger el suelo?,"Arvenses nobles de bajo porte (ej. Helecho marranero, Pasto imperial), o leguminosas rastreras (ej. Maní forrajero)."
MANEJO DE ARVENSES,Definición,¿Qué son las 'arvenses nobles'?,"Son plantas espontáneas de bajo porte que cubren el suelo sin competir agresivamente con el café, protegiendo el suelo de la erosión."
MANEJO DE ARVENSES,Control Cultural,¿Cuál es el principio del Manejo Integrado de Arvenses (MIA)?,"Controlar las arvenses agresivas (con raíces profundas o trepadoras) y permitir el desarrollo de las arvenses nobles que cubren el suelo sin afectar al café."
MANEJO DE ARVENSES,Métodos de Control,¿Qué herramientas se usan en el control manual de arvenses?,"Machete, guadañadora mecánica o cortadora, evitando la remoción total del suelo (desyerba con azadón), que causa erosión."
MANEJO DE ARVENSES,Herbicidas,¿En qué casos se justifica el uso de herbicidas en el cafetal?,"Cuando las arvenses agresivas (ej. Dormidera, Guascas) están invadiendo el cafetal, siempre usando equipos de bajo volumen y productos de baja toxicidad y corto efecto residual."
MANEJO DE ARVENSES,Plateo,¿Qué es el 'plateo' y cuándo se recomienda hacerlo?,"Es el control de arvenses en un círculo alrededor de la base del cafeto. Se recomienda en café joven (menores de 2 años) para evitar competencia directa."
SANIDAD VEGETAL,Plagas - Broca,¿Cuál es la plaga más importante en el cultivo de café en Colombia?,"La Broca del Café (*Hypothenemus hampei*), que perfora el fruto y se alimenta del grano, causando daños en calidad y peso."
SANIDAD VEGETAL,Plagas - Broca,¿Cuál es el método de control más eficaz contra la Broca del Café?,"El control cultural mediante la recolección oportuna (Re-Re: Recolección y Repase), que consiste en no dejar frutos sobremaduros o secos en el árbol, eliminando el sitio de reproducción de la plaga."
SANIDAD VEGETAL,Plagas - Broca,¿Cuándo se debe aplicar control químico contra la Broca?,"Cuando la infestación en campo supera el 2% o el 5% (según el umbral de acción definido) y la mayoría de las hembras están en posición A o B (volando o perforando)."
SANIDAD VEGETAL,Plagas - Broca,¿Qué productos se usan para el control químico de la Broca?,"Insecticidas a base de Beauveria bassiana (biológico), o químicos como Clorpirifos o Fentoato, aplicados con boquilla de cono en aspersión dirigida al fruto."
SANIDAD VEGETAL,Plagas - Broca,¿Qué es una 'trampa de Broca' y cómo funciona?,"Es un dispositivo (ej. Brocap) que usa como atrayente un compuesto similar al aroma del café fermentado (metanol-etanol), atrapando hembras de broca en su fase de dispersión."
SANIDAD VEGETAL,Plagas - Minador,¿Qué es el Minador de la hoja del café?,"Es una pequeña larva de polilla (*Leucoptera coffeella*) que excava galerías entre las dos capas de la hoja, causando manchas necróticas."
SANIDAD VEGETAL,Plagas - Minador,¿Cómo se controla el Minador de la hoja?,"Mediante control biológico natural (avispas parasitoides), evitando el uso de insecticidas de amplio espectro que afectan a estos enemigos naturales."
SANIDAD VEGETAL,Plagas - Cochinillas,¿Dónde se localiza la Cochinilla de las raíces y qué daño causa?,"Se localiza en las raíces del cafeto, alimentándose de la savia, debilitando la planta, causando marchitez y clorosis."
SANIDAD VEGETAL,Plagas - Cochinillas,¿Cómo se previene el ataque de la Cochinilla de las raíces?,"Usando sustrato libre de la plaga en el almácigo, aplicando hongos biocontroladores (Beauveria, Metarhizium), y evitando el estrés hídrico en campo."
SANIDAD VEGETAL,Enfermedades - Roya,¿Cuál es el agente causal de la Roya del Cafeto?,"El hongo *Hemileia vastatrix*, que infecta las hojas causando manchas amarillo-anaranjadas con esporulación en el envés."
SANIDAD VEGETAL,Enfermedades - Roya,¿Cómo se previene la Roya en variedades susceptibles?,"Mediante el uso de variedades resistentes (Castillo®, Cenicafé 1) y, en su defecto, aplicación preventiva de fungicidas sistémicos (ej. Cyproconazole)."
SANIDAD VEGETAL,Enfermedades - Roya,¿Qué condiciones ambientales favorecen el desarrollo de la Roya?,"Alta humedad relativa (más de 80%), temperatura de 20-25°C, y presencia de agua libre en la hoja (rocío o lluvia)."
SANIDAD VEGETAL,Enfermedades - Mal Rosado,¿Qué es el Mal Rosado y cómo se reconoce?,"Es una enfermedad causada por el hongo *Corticium salmonicolor*, que forma un micelio rosado sobre ramas y tronco, estrangulando los tejidos."
SANIDAD VEGETAL,Enfermedades - Mal Rosado,¿Cómo se controla el 'mal rosado' en el tronco y ramas del cafeto?,"El mal rosado (*Corticium salmonicolor*) se controla raspando la lesión del tronco con un cuchillo o lija y aplicando una mezcla de fungicida de contacto (ej. Oxicloruro de Cobre) con una sustancia pegante."
SANIDAD VEGETAL,Plagas - Broca,¿Cuándo se debe usar trampa de broca (Brocatrap®)?,"Las trampas (Brocatrap) se usan para **monitoreo** y **captura masiva** de hembras de Broca, especialmente al inicio del periodo de dispersión, como complemento al control cultural."
SANIDAD VEGETAL,Plagas - Broca,¿Qué es el 'umbral de acción' o 'umbral económico de daño' para la Broca?,"Es el porcentaje de frutos infestados (generalmente 2% o 5%) a partir del cual se justifica la aplicación de medidas de control adicionales, como el control químico, para evitar pérdidas mayores."
SANIDAD VEGETAL,Enfermedades - Mal de Hilachas,¿Cómo se previene la enfermedad del 'mal de hilachas'?,"Se previene regulando la sombra y garantizando una buena circulación de aire dentro del cafetal, ya que esta enfermedad es favorecida por la alta humedad y el sombrío excesivo."
SANIDAD VEGETAL,Relación Nutrición-Sanidad,¿Cuál es la deficiencia nutricional más relacionada con una mayor susceptibilidad a la roya?,"La deficiencia de **Potasio (K)**. El K es crucial para la formación de paredes celulares y la resistencia natural de la planta."
SANIDAD VEGETAL,Plagas - Cochinillas,¿Qué medidas se toman en el almácigo para prevenir la presencia de la Cochinilla de las raíces?,"Se debe usar un sustrato limpio y desinfestado (solarizado) y, preventivamente, aplicar hongos biocontroladores como *Beauveria bassiana* o *Metarhizium anisopliae*."
SANIDAD VEGETAL,Enfermedades - Llaga Macana,¿Cuál es el síntoma de la 'llaga macana' en el cafeto?,"Es una lesión necrótica (muerta) en forma de anillo que ciñe el tallo principal, generalmente cerca del suelo, causando la muerte de la parte superior de la planta."
SANIDAD VEGETAL,Plagas - Minador,¿Cómo se identifica un ataque de Minador que no requiere control químico?,"Se observa la presencia de avispas muy pequeñas (controladores biológicos) caminando sobre las hojas. Esto indica que el ecosistema está haciendo su trabajo de control."
SANIDAD VEGETAL,Enfermedades - Roya,¿Cuál es el mejor momento para aplicar fungicidas preventivos contra la roya?,"Antes del inicio de la época lluviosa, que es cuando el hongo tiene las condiciones ideales para la germinación de las esporas."
SANIDAD VEGETAL,Enfermedades,¿Qué se debe hacer con los árboles severamente afectados por el 'Mal de Cuerito'?,"Estos árboles deben ser eliminados y quemados para evitar que se conviertan en fuente de inóculo para el resto de la plantación."
BENEFICIO DEL CAFÉ,Recolección,¿Qué es un fruto 'pintón'?,"Un fruto pintón es aquel que está en la transición de verde a rojo (o amarillo), indicando que está comenzando la etapa de maduración y aún no es óptimo para la recolección."
BENEFICIO DEL CAFÉ,Calidad de Recolección,¿Cuál es el criterio principal para la recolección de café de alta calidad?,"Recoger únicamente el **fruto maduro** (cereza roja intensa o amarilla, según la variedad), ya que los verdes y sobremaduros afectan negativamente el sabor."
BENEFICIO DEL CAFÉ,Efectos de Mala Recolección,¿Qué efecto tiene mezclar frutos verdes en la recolección?,"Los frutos verdes tienen menos azúcares, lo que resulta en un menor peso del grano y contribuye a la acidez astringente y a un sabor desagradable en la taza."
BENEFICIO DEL CAFÉ,Despulpado,¿Cuál es el objetivo del proceso de despulpado?,"Separar la cáscara del grano de café, dejando el grano recubierto únicamente por el mucílago (sustancia viscosa y azucarada)."
BENEFICIO DEL CAFÉ,Fermentación,¿Por qué es importante el tiempo de la fermentación?,"El tiempo de fermentación es clave para la calidad. Permite que las enzimas degraden el mucílago. Una fermentación insuficiente o excesiva puede generar sabores indeseados (avínagrados o putrefactos)."
BENEFICIO DEL CAFÉ,Punto de Fermentación,¿Cómo sé cuándo termina la fermentación del café?,"El punto final se identifica cuando al tomar una muestra de granos y frotarla entre las manos o los dedos, el mucílago se desprende fácilmente y el grano produce un sonido similar a un 'cascabeleo'."
BENEFICIO DEL CAFÉ,Secado,¿Cuál es el porcentaje de humedad ideal del café pergamino seco (CPS) para el almacenamiento o venta?,"La humedad debe estar entre el **10% y el 12%** para garantizar su estabilidad, evitar el desarrollo de hongos y mantener la calidad sensorial."
BENEFICIO DEL CAFÉ,Método de Secado,¿Qué método se recomienda para el secado solar del café?,"Se recomienda el uso de **secadores parabólicos (marquesinas)** o camas elevadas, que protegen el grano de la lluvia, permiten el flujo de aire y evitan el contacto con el suelo."
BENEFICIO DEL CAFÉ,Riesgos en Secado,¿Cuál es la desventaja de secar el café en el suelo o en patios de cemento abiertos?,"El contacto directo con el suelo o el cemento puede contaminar el grano con polvo, hongos y bacterias, afectando gravemente la calidad y la inocuidad."
BENEFICIO DEL CAFÉ,Lavado,¿Qué es el 'lavado' en el proceso de beneficio húmedo?,"Es la etapa posterior a la fermentación donde se remueven completamente los residuos del mucílago degradado de la superficie del pergamino con agua limpia."
BENEFICIO DEL CAFÉ,Calidad del Agua,¿Cómo afecta el uso de agua sucia en el lavado del café?,"El uso de agua contaminada o estancada introduce microorganismos indeseados que pueden generar sabores a moho o fermentos anómalos en el grano."
BENEFICIO DEL CAFÉ,Clasificación,¿Qué son los 'flotadores' y qué se debe hacer con ellos?,"Son los granos de café con poca densidad (vacíos, brocados, inmaduros) que flotan en el agua durante el lavado o en la tolva. Deben ser separados y procesados como un café de menor calidad."
BENEFICIO DEL CAFÉ,Riesgos en Secado,¿Qué ocurre si el café se seca a una temperatura excesivamente alta (mayor a 45°C)?,"Una temperatura muy alta (ej. en secado mecánico) puede 'quemar' la semilla, generando sabores a paja o tostado y afectando la capacidad de conservación del grano."
BENEFICIO DEL CAFÉ,Control de Humedad,¿Cuál es la importancia de medir la humedad del café durante el secado?,"Es la única forma de asegurar que el grano alcance el rango óptimo (10-12%) para evitar la pérdida de calidad por humedad excesiva (hongos) o la pérdida de peso por secado excesivo."
BENEFICIO DEL CAFÉ,Trilla,¿Qué proceso se realiza después del secado para eliminar la capa final del grano?,"El proceso de **trilla** (pilado o descascarado), donde se retira el pergamino seco para obtener el café verde listo para la exportación o el tueste."
BENEFICIO DEL CAFÉ,Subproductos,¿Qué es el café 'Pasilla'?,"Es el café de baja calidad que incluye granos defectuosos, fragmentos, inmaduros, flotadores y aquellos separados durante la clasificación del café excelso."
BENEFICIO DEL CAFÉ,Almacenamiento,¿Cómo se debe almacenar el café pergamino seco para mantener su calidad?,"Se debe almacenar en **sacos de fique** limpios, apilados sobre estibas de madera (sin contacto con el suelo) y en un lugar fresco, seco y bien ventilado, lejos de olores fuertes (ej. combustibles)."
CALIDAD DEL CAFÉ,Atributos Sensoriales,¿Qué significa un 'buen cuerpo' en la cata de café?,"El cuerpo se refiere a la sensación de peso o densidad que deja el café en la boca. Un buen cuerpo es espeso y agradable, resultado de los lípidos y carbohidratos presentes."
CALIDAD DEL CAFÉ,Composición Química,¿Qué elementos químicos contribuyen a la acidez de la bebida de café?,"Los ácidos orgánicos como el **ácido cítrico** y el **ácido málico**, que se asocian con un mejor sabor y aroma y son más abundantes en frutos de alta calidad y recolectados en el punto óptimo."
CALIDAD DEL CAFÉ,Aroma,¿Cuál es la principal fuente de los componentes volátiles (aroma) del café?,"Se forman durante el proceso de tueste, a partir de la descomposición de precursores como la sacarosa y los ácidos clorogénicos presentes en el grano verde."
CALIDAD DEL CAFÉ,pH,¿Cómo se puede medir el pH del café?,"El pH se puede medir en laboratorio, pero a nivel práctico, el catador evalúa la **acidez** como un atributo sensorial deseable (similar a la del limón o manzana)."
CALIDAD DEL CAFÉ,Ácidos Clorogénicos,¿Qué son los ácidos clorogénicos y qué aportan a la bebida?,"Son compuestos fenólicos que influyen en la formación del aroma, aportan el sabor **amargo** y el **cuerpo** al café, y son más abundantes en cafés de menor altura."
CALIDAD DEL CAFÉ,Defectos,¿Qué ocurre con el pergamino si se sobre-fermenta el café?,"El pergamino puede mancharse o volverse quebradizo, y los sabores ácidos y avinagrados se intensifican por la proliferación de bacterias indeseadas."
CALIDAD DEL CAFÉ,Clasificación,¿Cuál es el objetivo de clasificar el café antes del secado (zarandeo)?,"Separar los granos más densos y grandes (de mejor calidad) de los flotadores y fragmentos, asegurando la uniformidad del lote para el secado."
BENEFICIO DEL CAFÉ,Almacenamiento,¿Cómo afecta la temperatura de almacenamiento a la calidad del café pergamino seco?,"Una temperatura alta (ej. más de 25°C) y humedad relativa alta aceleran el envejecimiento del grano, causando la pérdida de aroma y sabor a lo largo del tiempo."
VARIEDADES DE CAFÉ,Componentes Zonales,¿Qué diferencia hay entre la Variedad Castillo® General y los Componentes Zonales?,"Los Componentes Zonales (ej. Castillo Naranjal, Castillo Tambo) fueron seleccionados específicamente para tener un mejor comportamiento agronómico y productivo en zonas particulares."
PRODUCTIVIDAD,Ciclo de Cosecha,¿Qué es la 'época de traviesa' en el ciclo productivo del café?,"Es el período de menor cosecha en el año, que ocurre entre las dos cosechas principales (la principal y la mitaca)."
MANEJO DE ARVENSES,Control en Plato,¿Cómo se deben manejar las malezas en el plato del cafeto?,"Se deben eliminar manual o culturalmente (ej. plateo), ya que compiten directamente con la planta por nutrientes y agua."
PRODUCTIVIDAD,Planificación,¿Qué es el 'aforo' y por qué es importante para la cosecha?,"El aforo es la estimación de la cantidad de café que producirá un lote. Se usa para planear la mano de obra necesaria para la recolección."
BENEFICIO DEL CAFÉ,Instrumentos de Medición,¿Qué herramienta se recomienda para medir la humedad del café en la finca?,"Se recomienda el uso de un **medidor de humedad electrónico** (higrómetro) para obtener una lectura precisa y evitar pérdidas por secado insuficiente o excesivo."
SUELOS,Características Ideales,¿Qué tipo de suelo es el ideal para el cultivo de café?,"Suelos profundos, bien drenados, con buena cantidad de materia orgánica y texturas francas (mezcla de arena, limo y arcilla)."
SUELOS,Mejora de Drenaje,¿Cómo se puede mejorar el drenaje en un suelo pesado (arcilloso)?,"Mediante la siembra de barreras vivas, la construcción de zanjas de drenaje y el aumento de materia orgánica para mejorar la estructura del suelo."
SANIDAD VEGETAL,Enfermedades - Antracnosis,¿Qué es la 'antracnosis' en café y cómo se manifiesta?,"Es una enfermedad fúngica que causa lesiones oscuras y hundidas en hojas, ramas y frutos. Se asocia a condiciones de estrés hídrico o daño por viento."
SANIDAD VEGETAL,Control Biológico,¿Cuál es la principal medida de control biológico contra la Broca?,"La liberación o conservación de la avispa parasitoide **Cephalonomia stephanoderis**, que ataca y mata las larvas de Broca dentro del grano."
CALIDAD DEL CAFÉ,Efecto de Altitud,¿Cómo afecta la altitud a la calidad de la taza de café?,"Generalmente, a mayor altitud, el café madura más lentamente, lo que resulta en una mayor acumulación de azúcares y ácidos orgánicos, produciendo un café con mejor acidez y aroma."
DENSIDADES Y RENOVACIÓN,Densidad Efectiva,¿Qué es la 'densidad de siembra efectiva'?,"Es el número real de plantas productivas que quedan en el lote por hectárea, después de descontar las pérdidas por mortalidad o zoqueos."
NUTRICIÓN,Deficiencia de Zinc,¿Qué deficiencia nutricional causa hojas pequeñas y entrenudos cortos (enanismo)?,"La deficiencia de **Zinc (Zn)**, un micronutriente esencial para el crecimiento de la planta."
BENEFICIO DEL CAFÉ,Punto de Secado,¿Qué es el 'punto de secado' en el proceso de beneficio?,"Es el punto donde el café pergamino alcanza un 17% a 20% de humedad. Es el momento en que se debe pasar de un secado inicial (con movimiento constante) al secado final (hasta 10-12%)."
MANEJO DE ARVENSES,Arvenses Problemáticas,¿Por qué se deben eliminar las malezas leñosas o perennes cerca del cafeto?,"Compiten fuertemente con la planta por nutrientes y agua y pueden servir de hospedero para plagas como la Broca y la Cochinilla."
SEMILLA Y ALMÁCIGOS,Solarización,¿Cuál es el beneficio de la 'solarización' del sustrato para el almácigo?,"La solarización (cubrir el suelo con plástico negro) utiliza el calor solar para desinfectar el sustrato, eliminando semillas de malezas, nemátodos y patógenos."
PRODUCTIVIDAD,Cosecha Secundaria,¿Qué es la 'mitaca' o 'cosecha secundaria'?,"Es la segunda cosecha del año, de menor volumen que la principal, que ocurre generalmente a mitad de año, dependiendo de la región cafetera."
SUELOS,Pedregones,¿Qué son los 'pedregones' y cómo afectan el suelo?,"Los pedregones son piedras que ocupan espacio en el suelo, reduciendo el volumen disponible para las raíces y limitando la retención de agua y nutrientes."
SUELOS,Toxicidad de Aluminio,¿Qué se debe hacer si se encuentra un nivel alto de toxicidad por Aluminio en el análisis de suelos?,"Aplicar una enmienda (cal agrícola o dolomita) siguiendo las dosis recomendadas por el análisis para neutralizar el Aluminio e incrementar el pH."
NUTRICIÓN,Fósforo,¿Qué abono es rico en Fósforo (P) y cómo se aplica?,"El Fósforo se aplica con fuentes como la roca fosfórica o el superfosfato. Es un nutriente poco móvil en el suelo, por lo que se debe aplicar en el fondo del hueco de siembra o cerca de las raíces."
NUTRICIÓN,Función del Nitrógeno,¿Cuál es la función del Nitrógeno (N) en la planta de café?,"El Nitrógeno es esencial para el crecimiento vegetativo, la formación de hojas y ramas, y es un componente crucial de la clorofila."
BENEFICIO DEL CAFÉ,Secado Mecánico,¿Qué es el 'secado mecánico' y cuándo se justifica su uso?,"Es el secado del café con secadoras industriales o de silos. Se justifica en grandes producciones o durante épocas de lluvia continua donde el secado solar es imposible."
BENEFICIO DEL CAFÉ,Riesgo de Humedad Excesiva,¿Cuál es el riesgo de almacenar café pergamino seco con más del 12% de humedad?,"El riesgo de que el grano desarrolle hongos y toxinas, lo que lleva a la pérdida total de la calidad y el rechazo del café en el mercado."
DENSIDADES Y RENOVACIÓN,Poda de Formación,¿Qué es la 'poda de formación' en el cafeto joven?,"Es la eliminación de las ramas basales y chupones indeseados para dirigir el crecimiento de la planta hacia un solo tallo (o los tallos seleccionados) y asegurar una estructura productiva."
SANIDAD VEGETAL,Enfermedades - Gotera,¿Cómo se debe controlar la 'gotera' (enfermedad fúngica) en el cafetal?,"Mejorando la ventilación (poda de sombrío), y aplicando fungicidas preventivos en épocas de alta humedad."
NUTRICIÓN,Fertilización de Mantenimiento,¿Qué es la 'fertilización de mantenimiento'?,"Es la aplicación de nutrientes que se realiza periódicamente (varias veces al año) para reponer los elementos que la planta extrae del suelo durante la producción de cosechas."
DENSIDADES Y RENOVACIÓN,Altura de Zoqueo,¿Cuál es la altura ideal para realizar el zoqueo en un cafetal adulto?,"Entre 30 y 45 centímetros sobre el nivel del suelo."
CALIDAD DEL CAFÉ,Granos Defectuosos,¿Por qué se deben eliminar los 'granos vanos' o 'caracolillos' durante la clasificación?,"Son granos de baja densidad o defectuosos que afectan la uniformidad de la tostión y la calidad de la bebida final."
BENEFICIO DEL CAFÉ,Desmucilaginado Mecánico,¿Qué es el **'desmucilaginado mecánico'**?,"Es un método de beneficio húmedo donde se utiliza una máquina (desmucilaginadora) para remover el mucílago sin necesidad de la fermentación tradicional en tanque."
SUELOS,Compactación,¿Cómo se previene la compactación del suelo en el cafetal?,"Evitando el tránsito excesivo de personas o maquinaria entre los surcos, y manteniendo cobertura vegetal (arvenses controladas) en las calles."
SANIDAD VEGETAL,Manejo de Roya,¿Qué se recomienda hacer con las hojas afectadas por la roya para reducir el inóculo?,"Se recomienda barrer y retirar las hojas caídas del plato de la planta para eliminar las esporas del hongo y reducir la fuente de infección."
VARIEDADES DE CAFÉ,Estrategia de Mejoramiento,¿Cuál es la principal estrategia de Cenicafé para obtener variedades resistentes a la roya?,"Utilizar diversidad genética y conformar variedades compuestas con progenies diferentes para asegurar resistencia durable."
VARIEDADES DE CAFÉ,Historia,¿Cuál fue la primera variedad resistente liberada por Cenicafé?,"La variedad Colombia, liberada en 1982."
VARIEDADES DE CAFÉ,Variedades Compuestas,¿Qué característica diferencia a las variedades compuestas?,"Están formadas por varias progenies que no son idénticas pero comparten atributos agronómicos comunes."
VARIEDADES DE CAFÉ,Tabi,¿Para qué regiones se recomienda la variedad Tabi?,"Para sistemas tradicionales con variedades de porte alto y regiones cafeteras en general."
VARIEDADES DE CAFÉ,Castillo® - Ventajas,¿Qué ventaja ofrece la variedad Castillo® frente a variedades susceptibles?,"Mayor resistencia a la roya, porte intermedio y alta productividad."
VARIEDADES DE CAFÉ,Castillo® - Componentes,¿Cuántos componentes regionales tiene la variedad Castillo®?,"Siete componentes regionales."
VARIEDADES DE CAFÉ,Cenicafé 1 - Características,¿Qué porcentaje de café supremo ofrece Cenicafé 1?,"Supera el 70% de granos supremos."
VARIEDADES DE CAFÉ,Castillo® Zonales,¿Qué diferencia a Castillo® zonales de Castillo® general?,"Las zonales tienen niveles más altos de resistencia a la roya según región."
